id,source,start_t,end_t,p_ratio
359,GH001 - Active - Day - 141022_0659_0751.mp3,344.0,345.0,0.0
360,GH001 - Active - Day - 141022_0659_0751.mp3,345.0,346.0,0.65
361,GH001 - Active - Day - 141022_0659_0751.mp3,346.0,347.0,0.0
362,GH001 - Active - Day - 141022_0659_0751.mp3,347.0,348.0,0.0
363,GH001 - Active - Day - 141022_0659_0751.mp3,348.0,349.0,0.0
364,GH001 - Active - Day - 141022_0659_0751.mp3,349.0,350.0,0.0
365,GH001 - Active - Day - 141022_0659_0751.mp3,350.0,351.0,0.0
366,GH001 - Active - Day - 141022_0659_0751.mp3,351.0,352.0,0.0
367,GH001 - Active - Day - 141022_0659_0751.mp3,352.0,353.0,0.0
368,GH001 - Active - Day - 141022_0659_0751.mp3,353.0,354.0,0.0
369,GH001 - Active - Day - 141022_0659_0751.mp3,354.0,355.0,0.0
370,GH001 - Active - Day - 141022_0659_0751.mp3,355.0,356.0,0.0
371,GH001 - Active - Day - 141022_0659_0751.mp3,356.0,357.0,0.0
372,GH001 - Active - Day - 141022_0659_0751.mp3,357.0,358.0,0.0
373,GH001 - Active - Day - 141022_0659_0751.mp3,358.0,359.0,0.0
374,GH001 - Active - Day - 141022_0659_0751.mp3,359.0,360.0,0.0
375,GH001 - Active - Day - 141022_0659_0751.mp3,360.0,361.0,0.0
376,GH001 - Active - Day - 141022_0659_0751.mp3,361.0,362.0,0.0
377,GH001 - Active - Day - 141022_0659_0751.mp3,362.0,363.0,0.0
378,GH001 - Active - Day - 141022_0659_0751.mp3,363.0,364.0,0.0
379,GH001 - Active - Day - 141022_0659_0751.mp3,364.0,365.0,0.0
380,GH001 - Active - Day - 141022_0659_0751.mp3,365.0,366.0,0.0
381,GH001 - Active - Day - 141022_0659_0751.mp3,366.0,367.0,0.0
382,GH001 - Active - Day - 141022_0659_0751.mp3,367.0,368.0,0.0
383,GH001 - Active - Day - 141022_0659_0751.mp3,368.0,369.0,0.0
384,GH001 - Active - Day - 141022_0659_0751.mp3,369.0,370.0,0.0
385,GH001 - Active - Day - 141022_0659_0751.mp3,370.0,371.0,0.0
386,GH001 - Active - Day - 141022_0659_0751.mp3,371.0,372.0,0.0
387,GH001 - Active - Day - 141022_0659_0751.mp3,372.0,373.0,0.0
388,GH001 - Active - Day - 141022_0659_0751.mp3,373.0,374.0,0.0
389,GH001 - Active - Day - 141022_0659_0751.mp3,374.0,375.0,0.0
390,GH001 - Active - Day - 141022_0659_0751.mp3,375.0,376.0,0.0
391,GH001 - Active - Day - 141022_0659_0751.mp3,376.0,377.0,0.0
392,GH001 - Active - Day - 141022_0659_0751.mp3,377.0,378.0,0.0
393,GH001 - Active - Day - 141022_0659_0751.mp3,378.0,379.0,0.0
394,GH001 - Active - Day - 141022_0659_0751.mp3,379.0,380.0,0.0
395,GH001 - Active - Day - 141022_0659_0751.mp3,380.0,381.0,0.0
396,GH001 - Active - Day - 141022_0659_0751.mp3,381.0,382.0,0.0
397,GH001 - Active - Day - 141022_0659_0751.mp3,382.0,383.0,0.0
398,GH001 - Active - Day - 141022_0659_0751.mp3,383.0,384.0,0.0
399,GH001 - Active - Day - 141022_0659_0751.mp3,384.0,385.0,0.0
400,GH001 - Active - Day - 141022_0659_0751.mp3,385.0,386.0,0.0
401,GH001 - Active - Day - 141022_0659_0751.mp3,386.0,387.0,0.0
402,GH001 - Active - Day - 141022_0659_0751.mp3,387.0,388.0,0.0
403,GH001 - Active - Day - 141022_0659_0751.mp3,388.0,389.0,0.0
404,GH001 - Active - Day - 141022_0659_0751.mp3,389.0,390.0,0.0
405,GH001 - Active - Day - 141022_0659_0751.mp3,390.0,391.0,0.0
406,GH001 - Active - Day - 141022_0659_0751.mp3,391.0,392.0,0.0
407,GH001 - Active - Day - 141022_0659_0751.mp3,392.0,393.0,0.0
408,GH001 - Active - Day - 141022_0659_0751.mp3,393.0,394.0,0.0
409,GH001 - Active - Day - 141022_0659_0751.mp3,394.0,395.0,0.0
410,GH001 - Active - Day - 141022_0659_0751.mp3,395.0,396.0,0.0
411,GH001 - Active - Day - 141022_0659_0751.mp3,396.0,397.0,0.0
412,GH001 - Active - Day - 141022_0659_0751.mp3,397.0,398.0,0.0
413,GH001 - Active - Day - 141022_0659_0751.mp3,398.0,399.0,0.0
414,GH001 - Active - Day - 141022_0659_0751.mp3,399.0,400.0,0.0
415,GH001 - Active - Day - 141022_0659_0751.mp3,400.0,401.0,0.0
416,GH001 - Active - Day - 141022_0659_0751.mp3,401.0,402.0,0.0
417,GH001 - Active - Day - 141022_0659_0751.mp3,402.0,403.0,0.0
418,GH001 - Active - Day - 141022_0659_0751.mp3,403.0,404.0,0.0
419,GH001 - Active - Day - 141022_0659_0751.mp3,404.0,405.0,0.0
420,GH001 - Active - Day - 141022_0659_0751.mp3,405.0,406.0,0.12
421,GH001 - Active - Day - 141022_0659_0751.mp3,406.0,407.0,1.0
422,GH001 - Active - Day - 141022_0659_0751.mp3,407.0,408.0,1.0
423,GH001 - Active - Day - 141022_0659_0751.mp3,408.0,409.0,1.0
424,GH001 - Active - Day - 141022_0659_0751.mp3,409.0,410.0,1.0
425,GH001 - Active - Day - 141022_0659_0751.mp3,410.0,411.0,0.37
426,GH001 - Active - Day - 141022_0659_0751.mp3,411.0,412.0,0.0
427,GH001 - Active - Day - 141022_0659_0751.mp3,412.0,413.0,0.0
428,GH001 - Active - Day - 141022_0659_0751.mp3,413.0,414.0,0.0
429,GH001 - Active - Day - 141022_0659_0751.mp3,414.0,415.0,0.0
430,GH001 - Active - Day - 141022_0659_0751.mp3,415.0,416.0,0.0
431,GH001 - Active - Day - 141022_0659_0751.mp3,416.0,417.0,0.0
432,GH001 - Active - Day - 141022_0659_0751.mp3,417.0,418.0,0.0
433,GH001 - Active - Day - 141022_0659_0751.mp3,418.0,419.0,0.0
434,GH001 - Active - Day - 141022_0659_0751.mp3,419.0,420.0,0.0
435,GH001 - Active - Day - 141022_0659_0751.mp3,420.0,421.0,0.0
436,GH001 - Active - Day - 141022_0659_0751.mp3,421.0,422.0,0.0
437,GH001 - Active - Day - 141022_0659_0751.mp3,422.0,423.0,0.0
438,GH001 - Active - Day - 141022_0659_0751.mp3,423.0,424.0,0.0
439,GH001 - Active - Day - 141022_0659_0751.mp3,424.0,425.0,0.0
440,GH001 - Active - Day - 141022_0659_0751.mp3,425.0,426.0,0.0
441,GH001 - Active - Day - 141022_0659_0751.mp3,426.0,427.0,0.0
442,GH001 - Active - Day - 141022_0659_0751.mp3,427.0,428.0,0.0
443,GH001 - Active - Day - 141022_0659_0751.mp3,428.0,429.0,0.0
444,GH001 - Active - Day - 141022_0659_0751.mp3,429.0,430.0,0.0
445,GH001 - Active - Day - 141022_0659_0751.mp3,430.0,431.0,0.0
446,GH001 - Active - Day - 141022_0659_0751.mp3,431.0,432.0,0.0
447,GH001 - Active - Day - 141022_0659_0751.mp3,432.0,433.0,0.0
448,GH001 - Active - Day - 141022_0659_0751.mp3,433.0,434.0,0.0
449,GH001 - Active - Day - 141022_0659_0751.mp3,434.0,435.0,0.0
450,GH001 - Active - Day - 141022_0659_0751.mp3,435.0,436.0,0.0
451,GH001 - Active - Day - 141022_0659_0751.mp3,436.0,437.0,0.0
452,GH001 - Active - Day - 141022_0659_0751.mp3,437.0,438.0,0.0
453,GH001 - Active - Day - 141022_0659_0751.mp3,438.0,439.0,0.0
454,GH001 - Active - Day - 141022_0659_0751.mp3,439.0,440.0,0.0
455,GH001 - Active - Day - 141022_0659_0751.mp3,440.0,441.0,0.0
456,GH001 - Active - Day - 141022_0659_0751.mp3,441.0,442.0,0.0
457,GH001 - Active - Day - 141022_0659_0751.mp3,442.0,443.0,0.0
458,GH001 - Active - Day - 141022_0659_0751.mp3,443.0,444.0,0.0
459,GH001 - Active - Day - 141022_0659_0751.mp3,444.0,445.0,0.0
460,GH001 - Active - Day - 141022_0659_0751.mp3,445.0,446.0,0.0
461,GH001 - Active - Day - 141022_0659_0751.mp3,446.0,447.0,0.0
462,GH001 - Active - Day - 141022_0659_0751.mp3,447.0,448.0,0.0
463,GH001 - Active - Day - 141022_0659_0751.mp3,448.0,449.0,0.0
464,GH001 - Active - Day - 141022_0659_0751.mp3,449.0,450.0,0.0
465,GH001 - Active - Day - 141022_0659_0751.mp3,450.0,451.0,0.0
466,GH001 - Active - Day - 141022_0659_0751.mp3,451.0,452.0,0.0
467,GH001 - Active - Day - 141022_0659_0751.mp3,452.0,453.0,0.0
468,GH001 - Active - Day - 141022_0659_0751.mp3,453.0,454.0,0.0
469,GH001 - Active - Day - 141022_0659_0751.mp3,454.0,455.0,0.0
470,GH001 - Active - Day - 141022_0659_0751.mp3,455.0,456.0,0.0
471,GH001 - Active - Day - 141022_0659_0751.mp3,456.0,457.0,0.0
472,GH001 - Active - Day - 141022_0659_0751.mp3,457.0,458.0,0.0
473,GH001 - Active - Day - 141022_0659_0751.mp3,458.0,459.0,0.0
474,GH001 - Active - Day - 141022_0659_0751.mp3,459.0,460.0,0.0
475,GH001 - Active - Day - 141022_0659_0751.mp3,460.0,461.0,0.0
476,GH001 - Active - Day - 141022_0659_0751.mp3,461.0,462.0,0.0
477,GH001 - Active - Day - 141022_0659_0751.mp3,462.0,463.0,0.0
478,GH001 - Active - Day - 141022_0659_0751.mp3,463.0,464.0,0.0
479,GH001 - Active - Day - 141022_0659_0751.mp3,464.0,465.0,0.0
480,GH001 - Active - Day - 141022_0659_0751.mp3,465.0,466.0,0.0
481,GH001 - Active - Day - 141022_0659_0751.mp3,466.0,467.0,0.0
482,GH001 - Active - Day - 141022_0659_0751.mp3,467.0,468.0,0.0
483,GH001 - Active - Day - 141022_0659_0751.mp3,468.0,469.0,0.0
484,GH001 - Active - Day - 141022_0659_0751.mp3,469.0,470.0,0.0
485,GH001 - Active - Day - 141022_0659_0751.mp3,470.0,471.0,0.0
486,GH001 - Active - Day - 141022_0659_0751.mp3,471.0,472.0,0.0
487,GH001 - Active - Day - 141022_0659_0751.mp3,472.0,473.0,0.0
488,GH001 - Active - Day - 141022_0659_0751.mp3,473.0,474.0,0.0
489,GH001 - Active - Day - 141022_0659_0751.mp3,474.0,475.0,0.0
490,GH001 - Active - Day - 141022_0659_0751.mp3,475.0,476.0,0.0
491,GH001 - Active - Day - 141022_0659_0751.mp3,476.0,477.0,0.0
492,GH001 - Active - Day - 141022_0659_0751.mp3,477.0,478.0,0.46
493,GH001 - Active - Day - 141022_0659_0751.mp3,478.0,479.0,0.31
494,GH001 - Active - Day - 141022_0659_0751.mp3,479.0,480.0,0.0
495,GH001 - Active - Day - 141022_0659_0751.mp3,480.0,481.0,0.0
496,GH001 - Active - Day - 141022_0659_0751.mp3,481.0,482.0,0.0
497,GH001 - Active - Day - 141022_0659_0751.mp3,482.0,483.0,0.0
498,GH001 - Active - Day - 141022_0659_0751.mp3,483.0,484.0,0.0
499,GH001 - Active - Day - 141022_0659_0751.mp3,484.0,485.0,0.0
500,GH001 - Active - Day - 141022_0659_0751.mp3,485.0,486.0,0.0
501,GH001 - Active - Day - 141022_0659_0751.mp3,486.0,487.0,0.0
502,GH001 - Active - Day - 141022_0659_0751.mp3,487.0,488.0,0.0
503,GH001 - Active - Day - 141022_0659_0751.mp3,488.0,489.0,0.0
504,GH001 - Active - Day - 141022_0659_0751.mp3,489.0,490.0,0.0
505,GH001 - Active - Day - 141022_0659_0751.mp3,490.0,491.0,0.0
506,GH001 - Active - Day - 141022_0659_0751.mp3,491.0,492.0,0.0
507,GH001 - Active - Day - 141022_0659_0751.mp3,492.0,493.0,0.0
508,GH001 - Active - Day - 141022_0659_0751.mp3,493.0,494.0,0.0
509,GH001 - Active - Day - 141022_0659_0751.mp3,494.0,495.0,0.0
510,GH001 - Active - Day - 141022_0659_0751.mp3,495.0,496.0,0.0
511,GH001 - Active - Day - 141022_0659_0751.mp3,496.0,497.0,0.0
512,GH001 - Active - Day - 141022_0659_0751.mp3,497.0,498.0,0.0
513,GH001 - Active - Day - 141022_0659_0751.mp3,498.0,499.0,0.0
514,GH001 - Active - Day - 141022_0659_0751.mp3,499.0,500.0,0.0
515,GH001 - Active - Day - 141022_0659_0751.mp3,500.0,501.0,0.0
516,GH001 - Active - Day - 141022_0659_0751.mp3,501.0,502.0,0.0
517,GH001 - Active - Day - 141022_0659_0751.mp3,502.0,503.0,0.0
518,GH001 - Active - Day - 141022_0659_0751.mp3,503.0,504.0,0.0
519,GH001 - Active - Day - 141022_0659_0751.mp3,504.0,505.0,0.0
520,GH001 - Active - Day - 141022_0659_0751.mp3,505.0,506.0,0.0
521,GH001 - Active - Day - 141022_0659_0751.mp3,506.0,507.0,0.0
522,GH001 - Active - Day - 141022_0659_0751.mp3,507.0,508.0,0.0
523,GH001 - Active - Day - 141022_0659_0751.mp3,508.0,509.0,0.0
524,GH001 - Active - Day - 141022_0659_0751.mp3,509.0,510.0,0.0
525,GH001 - Active - Day - 141022_0659_0751.mp3,510.0,511.0,0.0
526,GH001 - Active - Day - 141022_0659_0751.mp3,511.0,512.0,0.0
527,GH001 - Active - Day - 141022_0659_0751.mp3,512.0,513.0,0.0
528,GH001 - Active - Day - 141022_0659_0751.mp3,513.0,514.0,0.0
529,GH001 - Active - Day - 141022_0659_0751.mp3,514.0,515.0,0.0
530,GH001 - Active - Day - 141022_0659_0751.mp3,515.0,516.0,0.0
531,GH001 - Active - Day - 141022_0659_0751.mp3,516.0,517.0,0.0
532,GH001 - Active - Day - 141022_0659_0751.mp3,517.0,518.0,0.0
533,GH001 - Active - Day - 141022_0659_0751.mp3,518.0,519.0,0.0
534,GH001 - Active - Day - 141022_0659_0751.mp3,519.0,520.0,0.0
535,GH001 - Active - Day - 141022_0659_0751.mp3,520.0,521.0,0.0
536,GH001 - Active - Day - 141022_0659_0751.mp3,521.0,522.0,0.0
537,GH001 - Active - Day - 141022_0659_0751.mp3,522.0,523.0,0.0
538,GH001 - Active - Day - 141022_0659_0751.mp3,523.0,524.0,0.0
539,GH001 - Active - Day - 141022_0659_0751.mp3,524.0,525.0,0.0
540,GH001 - Active - Day - 141022_0659_0751.mp3,525.0,526.0,0.0
541,GH001 - Active - Day - 141022_0659_0751.mp3,526.0,527.0,0.0
542,GH001 - Active - Day - 141022_0659_0751.mp3,527.0,528.0,0.0
543,GH001 - Active - Day - 141022_0659_0751.mp3,528.0,529.0,0.0
544,GH001 - Active - Day - 141022_0659_0751.mp3,529.0,530.0,0.0
545,GH001 - Active - Day - 141022_0659_0751.mp3,530.0,531.0,0.0
546,GH001 - Active - Day - 141022_0659_0751.mp3,531.0,532.0,0.0
547,GH001 - Active - Day - 141022_0659_0751.mp3,532.0,533.0,0.0
548,GH001 - Active - Day - 141022_0659_0751.mp3,533.0,534.0,0.0
549,GH001 - Active - Day - 141022_0659_0751.mp3,534.0,535.0,0.0
550,GH001 - Active - Day - 141022_0659_0751.mp3,535.0,536.0,0.0
551,GH001 - Active - Day - 141022_0659_0751.mp3,536.0,537.0,0.0
552,GH001 - Active - Day - 141022_0659_0751.mp3,537.0,538.0,0.0
553,GH001 - Active - Day - 141022_0659_0751.mp3,538.0,539.0,0.0
554,GH001 - Active - Day - 141022_0659_0751.mp3,539.0,540.0,0.0
555,GH001 - Active - Day - 141022_0659_0751.mp3,540.0,541.0,0.0
556,GH001 - Active - Day - 141022_0659_0751.mp3,541.0,542.0,0.0
557,GH001 - Active - Day - 141022_0659_0751.mp3,542.0,543.0,0.0
558,GH001 - Active - Day - 141022_0659_0751.mp3,543.0,544.0,0.0
559,GH001 - Active - Day - 141022_0659_0751.mp3,544.0,545.0,0.0
560,GH001 - Active - Day - 141022_0659_0751.mp3,545.0,546.0,0.0
561,GH001 - Active - Day - 141022_0659_0751.mp3,546.0,547.0,0.0
562,GH001 - Active - Day - 141022_0659_0751.mp3,547.0,548.0,0.0
563,GH001 - Active - Day - 141022_0659_0751.mp3,548.0,549.0,0.0
564,GH001 - Active - Day - 141022_0659_0751.mp3,549.0,550.0,0.0
565,GH001 - Active - Day - 141022_0659_0751.mp3,550.0,551.0,0.0
566,GH001 - Active - Day - 141022_0659_0751.mp3,551.0,552.0,0.0
567,GH001 - Active - Day - 141022_0659_0751.mp3,552.0,553.0,0.0
568,GH001 - Active - Day - 141022_0659_0751.mp3,553.0,554.0,0.0
569,GH001 - Active - Day - 141022_0659_0751.mp3,554.0,555.0,0.0
570,GH001 - Active - Day - 141022_0659_0751.mp3,555.0,556.0,0.0
571,GH001 - Active - Day - 141022_0659_0751.mp3,556.0,557.0,0.0
572,GH001 - Active - Day - 141022_0659_0751.mp3,557.0,558.0,0.0
573,GH001 - Active - Day - 141022_0659_0751.mp3,558.0,559.0,0.0
574,GH001 - Active - Day - 141022_0659_0751.mp3,559.0,560.0,0.0
575,GH001 - Active - Day - 141022_0659_0751.mp3,560.0,561.0,0.0
576,GH001 - Active - Day - 141022_0659_0751.mp3,561.0,562.0,0.0
577,GH001 - Active - Day - 141022_0659_0751.mp3,562.0,563.0,0.0
578,GH001 - Active - Day - 141022_0659_0751.mp3,563.0,564.0,0.0
579,GH001 - Active - Day - 141022_0659_0751.mp3,564.0,565.0,0.0
580,GH001 - Active - Day - 141022_0659_0751.mp3,565.0,566.0,0.0
581,GH001 - Active - Day - 141022_0659_0751.mp3,566.0,567.0,0.0
582,GH001 - Active - Day - 141022_0659_0751.mp3,567.0,568.0,0.0
583,GH001 - Active - Day - 141022_0659_0751.mp3,568.0,569.0,0.0
584,GH001 - Active - Day - 141022_0659_0751.mp3,569.0,570.0,0.0
585,GH001 - Active - Day - 141022_0659_0751.mp3,570.0,571.0,0.0
586,GH001 - Active - Day - 141022_0659_0751.mp3,571.0,572.0,0.0
587,GH001 - Active - Day - 141022_0659_0751.mp3,572.0,573.0,0.0
588,GH001 - Active - Day - 141022_0659_0751.mp3,573.0,574.0,0.0
589,GH001 - Active - Day - 141022_0659_0751.mp3,574.0,575.0,0.0
590,GH001 - Active - Day - 141022_0659_0751.mp3,575.0,576.0,0.0
591,GH001 - Active - Day - 141022_0659_0751.mp3,576.0,577.0,0.0
592,GH001 - Active - Day - 141022_0659_0751.mp3,577.0,578.0,0.0
593,GH001 - Active - Day - 141022_0659_0751.mp3,578.0,579.0,0.0
594,GH001 - Active - Day - 141022_0659_0751.mp3,579.0,580.0,0.0
595,GH001 - Active - Day - 141022_0659_0751.mp3,580.0,581.0,0.0
596,GH001 - Active - Day - 141022_0659_0751.mp3,581.0,582.0,0.0
597,GH001 - Active - Day - 141022_0659_0751.mp3,582.0,583.0,0.0
598,GH001 - Active - Day - 141022_0659_0751.mp3,583.0,584.0,0.0
599,GH001 - Active - Day - 141022_0659_0751.mp3,584.0,585.0,0.0
600,GH001 - Active - Day - 141022_0659_0751.mp3,585.0,586.0,0.0
601,GH001 - Active - Day - 141022_0659_0751.mp3,586.0,587.0,0.0
602,GH001 - Active - Day - 141022_0659_0751.mp3,587.0,588.0,0.0
603,GH001 - Active - Day - 141022_0659_0751.mp3,588.0,589.0,0.0
604,GH001 - Active - Day - 141022_0659_0751.mp3,589.0,590.0,0.0
605,GH001 - Active - Day - 141022_0659_0751.mp3,590.0,591.0,0.0
606,GH001 - Active - Day - 141022_0659_0751.mp3,591.0,592.0,0.0
607,GH001 - Active - Day - 141022_0659_0751.mp3,592.0,593.0,0.0
608,GH001 - Active - Day - 141022_0659_0751.mp3,593.0,594.0,0.0
609,GH001 - Active - Day - 141022_0659_0751.mp3,594.0,595.0,0.0
610,GH001 - Active - Day - 141022_0659_0751.mp3,595.0,596.0,0.0
611,GH001 - Active - Day - 141022_0659_0751.mp3,596.0,597.0,0.0
612,GH001 - Active - Day - 141022_0659_0751.mp3,597.0,598.0,0.0
613,GH001 - Active - Day - 141022_0659_0751.mp3,598.0,599.0,0.0
614,GH001 - Active - Day - 141022_0659_0751.mp3,599.0,600.0,0.0
615,GH001 - Active - Day - 141022_0659_0751.mp3,600.0,601.0,0.0
616,GH001 - Active - Day - 141022_0659_0751.mp3,601.0,602.0,0.0
617,GH001 - Active - Day - 141022_0659_0751.mp3,602.0,603.0,0.0
618,GH001 - Active - Day - 141022_0659_0751.mp3,603.0,604.0,0.0
619,GH001 - Active - Day - 141022_0659_0751.mp3,604.0,605.0,0.0
620,GH001 - Active - Day - 141022_0659_0751.mp3,605.0,606.0,0.0
621,GH001 - Active - Day - 141022_0659_0751.mp3,606.0,607.0,0.0
622,GH001 - Active - Day - 141022_0659_0751.mp3,607.0,608.0,0.0
623,GH001 - Active - Day - 141022_0659_0751.mp3,608.0,609.0,0.0
624,GH001 - Active - Day - 141022_0659_0751.mp3,609.0,610.0,0.0
625,GH001 - Active - Day - 141022_0659_0751.mp3,610.0,611.0,0.0
626,GH001 - Active - Day - 141022_0659_0751.mp3,611.0,612.0,0.0
627,GH001 - Active - Day - 141022_0659_0751.mp3,612.0,613.0,0.0
628,GH001 - Active - Day - 141022_0659_0751.mp3,613.0,614.0,0.0
629,GH001 - Active - Day - 141022_0659_0751.mp3,614.0,615.0,0.0
630,GH001 - Active - Day - 141022_0659_0751.mp3,615.0,616.0,0.0
631,GH001 - Active - Day - 141022_0659_0751.mp3,616.0,617.0,0.0
632,GH001 - Active - Day - 141022_0659_0751.mp3,617.0,618.0,0.0
633,GH001 - Active - Day - 141022_0659_0751.mp3,618.0,619.0,0.0
634,GH001 - Active - Day - 141022_0659_0751.mp3,619.0,620.0,0.0
635,GH001 - Active - Day - 141022_0659_0751.mp3,620.0,621.0,0.0
636,GH001 - Active - Day - 141022_0659_0751.mp3,621.0,622.0,0.0
637,GH001 - Active - Day - 141022_0659_0751.mp3,622.0,623.0,0.0
638,GH001 - Active - Day - 141022_0659_0751.mp3,623.0,624.0,0.0
639,GH001 - Active - Day - 141022_0659_0751.mp3,624.0,625.0,0.0
640,GH001 - Active - Day - 141022_0659_0751.mp3,625.0,626.0,0.0
641,GH001 - Active - Day - 141022_0659_0751.mp3,626.0,627.0,0.0
642,GH001 - Active - Day - 141022_0659_0751.mp3,627.0,628.0,0.0
643,GH001 - Active - Day - 141022_0659_0751.mp3,628.0,629.0,0.0
644,GH001 - Active - Day - 141022_0659_0751.mp3,629.0,630.0,0.0
645,GH001 - Active - Day - 141022_0659_0751.mp3,630.0,631.0,0.0
646,GH001 - Active - Day - 141022_0659_0751.mp3,631.0,632.0,0.0
647,GH001 - Active - Day - 141022_0659_0751.mp3,632.0,633.0,0.0
648,GH001 - Active - Day - 141022_0659_0751.mp3,633.0,634.0,0.0
649,GH001 - Active - Day - 141022_0659_0751.mp3,634.0,635.0,0.0
650,GH001 - Active - Day - 141022_0659_0751.mp3,635.0,636.0,0.0
651,GH001 - Active - Day - 141022_0659_0751.mp3,636.0,637.0,0.0
652,GH001 - Active - Day - 141022_0659_0751.mp3,637.0,638.0,0.0
653,GH001 - Active - Day - 141022_0659_0751.mp3,638.0,639.0,0.0
654,GH001 - Active - Day - 141022_0659_0751.mp3,639.0,640.0,0.0
655,GH001 - Active - Day - 141022_0659_0751.mp3,640.0,641.0,0.0
656,GH001 - Active - Day - 141022_0659_0751.mp3,641.0,642.0,0.0
657,GH001 - Active - Day - 141022_0659_0751.mp3,642.0,643.0,0.0
658,GH001 - Active - Day - 141022_0659_0751.mp3,643.0,644.0,0.0
659,GH001 - Active - Day - 141022_0659_0751.mp3,644.0,645.0,0.0
660,GH001 - Active - Day - 141022_0659_0751.mp3,645.0,646.0,0.0
661,GH001 - Active - Day - 141022_0659_0751.mp3,646.0,647.0,0.0
662,GH001 - Active - Day - 141022_0659_0751.mp3,647.0,648.0,0.0
663,GH001 - Active - Day - 141022_0659_0751.mp3,648.0,649.0,0.0
664,GH001 - Active - Day - 141022_0659_0751.mp3,649.0,650.0,0.0
665,GH001 - Active - Day - 141022_0659_0751.mp3,650.0,651.0,0.0
666,GH001 - Active - Day - 141022_0659_0751.mp3,651.0,652.0,0.0
667,GH001 - Active - Day - 141022_0659_0751.mp3,652.0,653.0,0.0
668,GH001 - Active - Day - 141022_0659_0751.mp3,653.0,654.0,0.0
669,GH001 - Active - Day - 141022_0659_0751.mp3,654.0,655.0,0.0
670,GH001 - Active - Day - 141022_0659_0751.mp3,655.0,656.0,0.0
671,GH001 - Active - Day - 141022_0659_0751.mp3,656.0,657.0,0.0
672,GH001 - Active - Day - 141022_0659_0751.mp3,657.0,658.0,0.0
673,GH001 - Active - Day - 141022_0659_0751.mp3,658.0,659.0,0.0
674,GH001 - Active - Day - 141022_0659_0751.mp3,659.0,660.0,0.0
675,GH001 - Active - Day - 141022_0659_0751.mp3,660.0,661.0,0.0
676,GH001 - Active - Day - 141022_0659_0751.mp3,661.0,662.0,0.0
677,GH001 - Active - Day - 141022_0659_0751.mp3,662.0,663.0,0.0
678,GH001 - Active - Day - 141022_0659_0751.mp3,663.0,664.0,0.0
679,GH001 - Active - Day - 141022_0659_0751.mp3,664.0,665.0,0.0
680,GH001 - Active - Day - 141022_0659_0751.mp3,665.0,666.0,0.0
681,GH001 - Active - Day - 141022_0659_0751.mp3,666.0,667.0,0.0
682,GH001 - Active - Day - 141022_0659_0751.mp3,667.0,668.0,0.0
683,GH001 - Active - Day - 141022_0659_0751.mp3,668.0,669.0,0.0
684,GH001 - Active - Day - 141022_0659_0751.mp3,669.0,670.0,0.0
685,GH001 - Active - Day - 141022_0659_0751.mp3,670.0,671.0,0.0
686,GH001 - Active - Day - 141022_0659_0751.mp3,671.0,672.0,0.0
687,GH001 - Active - Day - 141022_0659_0751.mp3,672.0,673.0,0.0
688,GH001 - Active - Day - 141022_0659_0751.mp3,673.0,674.0,0.0
689,GH001 - Active - Day - 141022_0659_0751.mp3,674.0,675.0,0.0
690,GH001 - Active - Day - 141022_0659_0751.mp3,675.0,676.0,0.0
691,GH001 - Active - Day - 141022_0659_0751.mp3,676.0,677.0,0.0
692,GH001 - Active - Day - 141022_0659_0751.mp3,677.0,678.0,0.0
693,GH001 - Active - Day - 141022_0659_0751.mp3,678.0,679.0,0.0
694,GH001 - Active - Day - 141022_0659_0751.mp3,679.0,680.0,0.0
695,GH001 - Active - Day - 141022_0659_0751.mp3,680.0,681.0,0.0
696,GH001 - Active - Day - 141022_0659_0751.mp3,681.0,682.0,0.0
697,GH001 - Active - Day - 141022_0659_0751.mp3,682.0,683.0,0.0
698,GH001 - Active - Day - 141022_0659_0751.mp3,683.0,684.0,0.0
699,GH001 - Active - Day - 141022_0659_0751.mp3,684.0,685.0,0.0
700,GH001 - Active - Day - 141022_0659_0751.mp3,685.0,686.0,0.0
701,GH001 - Active - Day - 141022_0659_0751.mp3,686.0,687.0,0.0
702,GH001 - Active - Day - 141022_0659_0751.mp3,687.0,688.0,0.0
703,GH001 - Active - Day - 141022_0659_0751.mp3,688.0,689.0,0.0
704,GH001 - Active - Day - 141022_0659_0751.mp3,689.0,690.0,0.0
705,GH001 - Active - Day - 141022_0659_0751.mp3,690.0,691.0,0.0
706,GH001 - Active - Day - 141022_0659_0751.mp3,691.0,692.0,0.0
707,GH001 - Active - Day - 141022_0659_0751.mp3,692.0,693.0,0.0
708,GH001 - Active - Day - 141022_0659_0751.mp3,693.0,694.0,0.0
709,GH001 - Active - Day - 141022_0659_0751.mp3,694.0,695.0,0.0
710,GH001 - Active - Day - 141022_0659_0751.mp3,695.0,696.0,0.0
